#,id,address,city,street_with_building,apartment_number,rooms,area_m2,price,price_m2,link,img_url,object_important_note,date_published,floor,total_floors,year_built,latitude,longitude,map_link
11,5426315,"Tallinn, Kesklinna linnaosa, Juhkentali tn-42A",Tallinn,Juhkentali tn 42A,,1,24,66000,2750,https://www.city24.ee/ru/real-estate/skip/skip/5426315,https://c24ee.img-bcg.eu/object/24/4711/2v1349024711.jpg,,2025-06-19T13:21:26+03:00,1,2,,59.426885,24.769879,"https://www.google.com/maps/dir//59.426885,24.769879/@59.426885,24.769879,15z/data=!4m2!4m1!3e0?entry=ttu"
12,4237451,"Tallinn, Haabersti linnaosa, Rehe tn-5",Tallinn,Rehe tn 5,,2,53.8,215800,4011,https://www.city24.ee/ru/real-estate/skip/skip/4237451,https://c24ee.img-bcg.eu/object/24/5250/2v3107385250.jpg,,2025-06-18T19:46:44+03:00,3,5,2019,59.397621,24.640825,"https://www.google.com/maps/dir//59.397621,24.640825/@59.397621,24.640825,15z/data=!4m2!4m1!3e0?entry=ttu"
13,4345674,"Tallinn, Kadriorg, None-5",Tallinn,None 5,,3,77.9,303000,3889,https://www.city24.ee/ru/real-estate/skip/skip/4345674,https://c24ee.img-bcg.eu/object/24/4380/2v1823564380.jpg,,2025-06-18T19:11:01+03:00,4,5,2008,59.4408429,24.7810761,"https://www.google.com/maps/dir//59.4408429,24.7810761/@59.4408429,24.7810761,15z/data=!4m2!4m1!3e0?entry=ttu"
14,9308239,"Tallinn, Kesklinna linnaosa, Ravi tn-None",Tallinn,Ravi tn-None,,3,59.1,195000,3299,https://www.city24.ee/ru/real-estate/skip/skip/9308239,https://c24ee.img-bcg.eu/object/24/1072/2v2382901072.jpg,,2025-06-18T15:41:42+03:00,3,6,2007,59.427235,24.752938,"https://www.google.com/maps/dir//59.427235,24.752938/@59.427235,24.752938,15z/data=!4m2!4m1!3e0?entry=ttu"
15,1196541,"Tallinn, Lasnamäe linnaosa, Lasnamäe tn-None",Tallinn,Lasnamäe tn-None,,2,44.1,148900,3376,https://www.city24.ee/ru/real-estate/skip/skip/1196541,https://c24ee.img-bcg.eu/object/24/0773/2v2034000773.jpg,,2025-06-18T14:01:36+03:00,3,3,2019,59.4343068,24.7939289,"https://www.google.com/maps/dir//59.4343068,24.7939289/@59.4343068,24.7939289,15z/data=!4m2!4m1!3e0?entry=ttu"
16,8688269,"Tallinn, Mustamäe linnaosa, Sõpruse pst-232",Tallinn,Sõpruse pst 232,,2,43.4,115900,2670,https://www.city24.ee/ru/real-estate/skip/skip/8688269,https://c24ee.img-bcg.eu/object/24/9016/2v1001139016.jpg,VALGUSKÜLLANE 2-TOALINE KORTER Mustamäel.,2025-06-17T18:00:05+03:00,9,9,1968,59.4003339,24.6885911,"https://www.google.com/maps/dir//59.4003339,24.6885911/@59.4003339,24.6885911,15z/data=!4m2!4m1!3e0?entry=ttu"
17,7721714,"Tallinn, Põhja-Tallinna linnaosa, Köie tn-6",Tallinn,Köie tn 6,,1,28.4,120000,4225,https://www.city24.ee/ru/real-estate/skip/skip/7721714,https://c24ee.img-bcg.eu/object/24/7803/2v3660757803.jpg,"Kvaliteetne täispuit, säästlik ahjuküte",2025-06-17T17:56:36+03:00,2,3,1905,59.447808,24.738971,"https://www.google.com/maps/dir//59.447808,24.738971/@59.447808,24.738971,15z/data=!4m2!4m1!3e0?entry=ttu"
18,9350809,"Tallinn, Kesklinna linnaosa, None-8",Tallinn,None 8,,4,76.9,349000,4538,https://www.city24.ee/ru/real-estate/skip/skip/9350809,https://c24ee.img-bcg.eu/object/24/7983/2v63367983.jpg,SUUREPÄRANE KODU INIMESELE KES ARMASTAB SÜDALINNA!,2025-06-17T15:30:55+03:00,4,4,1956,59.435937,24.760108,"https://www.google.com/maps/dir//59.435937,24.760108/@59.435937,24.760108,15z/data=!4m2!4m1!3e0?entry=ttu"
19,8810948,"Tallinn, Haabersti linnaosa, Kärneri tn-2",Tallinn,Kärneri tn 2,,3,70.4,296000,4204,https://www.city24.ee/ru/real-estate/skip/skip/8810948,https://c24ee.img-bcg.eu/object/24/9532/3193499532.jpg,,2025-06-16T23:17:02+03:00,4,4,2018,59.4289,24.652934,"https://www.google.com/maps/dir//59.4289,24.652934/@59.4289,24.652934,15z/data=!4m2!4m1!3e0?entry=ttu"
20,5955138,"Tallinn, Lasnamäe linnaosa, Mahtra tn-2",Tallinn,Mahtra tn 2,,2,32.8,97800,2981,https://www.city24.ee/ru/real-estate/skip/skip/5955138,https://c24ee.img-bcg.eu/object/24/1712/2v423441712.jpg,,2025-06-16T16:06:59+03:00,3,5,1983,59.441763,24.870294,"https://www.google.com/maps/dir//59.441763,24.870294/@59.441763,24.870294,15z/data=!4m2!4m1!3e0?entry=ttu"
21,1872365,"Tallinn, Põhja-Tallinna linnaosa, Sõle tn-55",Tallinn,Sõle tn 55,,3,68.8,124000,1802,https://www.city24.ee/ru/real-estate/skip/skip/1872365,https://c24ee.img-bcg.eu/object/24/3396/2v912643396.jpg,,2025-06-16T14:27:10+03:00,5,5,1989,59.446916,24.698389,"https://www.google.com/maps/dir//59.446916,24.698389/@59.446916,24.698389,15z/data=!4m2!4m1!3e0?entry=ttu"
22,2336573,"Tallinn, Lasnamäe linnaosa, Katleri, Paasiku-None",Tallinn,Paasiku-None,,2,52.5,999,19,https://www.city24.ee/ru/real-estate/skip/skip/2336573,https://c24ee.img-bcg.eu/object/24/7181/2v489987181.jpg,,2025-06-15T23:09:35+03:00,,,,59.4494608,24.8466014,"https://www.google.com/maps/dir//59.4494608,24.8466014/@59.4494608,24.8466014,15z/data=!4m2!4m1!3e0?entry=ttu"
23,8215623,"Tallinn, Lasnamäe linnaosa, Vana-Kuuli tn-5",Tallinn,Vana-Kuuli tn 5,,2,56.6,170000,3003,https://www.city24.ee/ru/real-estate/skip/skip/8215623,https://c24ee.img-bcg.eu/object/24/9539/2v1820839539.jpg,,2025-06-14T23:36:22+03:00,3,8,2007,59.446465,24.826008,"https://www.google.com/maps/dir//59.446465,24.826008/@59.446465,24.826008,15z/data=!4m2!4m1!3e0?entry=ttu"
24,8666945,"Tallinn, Mustamäe linnaosa, Sõpruse pst. -232",Tallinn,Sõpruse pst.  232,,2,49,129999,2653,https://www.city24.ee/ru/real-estate/skip/skip/8666945,https://c24ee.img-bcg.eu/object/24/9413/2v2975039413.jpg,"Mugavas piirkonnas korter otse omanikult!
",2025-06-14T16:57:47+03:00,6,,1968,59.400342,24.6886,"https://www.google.com/maps/dir//59.400342,24.6886/@59.400342,24.6886,15z/data=!4m2!4m1!3e0?entry=ttu"
25,3937626,"Tallinn, Kesklinna linnaosa, Rävala pst-11",Tallinn,Rävala pst 11,,6,163.7,575000,3512,https://www.city24.ee/ru/real-estate/skip/skip/3937626,https://c24ee.img-bcg.eu/object/24/3135/2v3366893135.jpg,Mõistlikud pakkumised oodatud!,2025-06-13T20:06:29+03:00,1,4,1947,59.4321725,24.7525174,"https://www.google.com/maps/dir//59.4321725,24.7525174/@59.4321725,24.7525174,15z/data=!4m2!4m1!3e0?entry=ttu"
